length,hydrophobic_ratio,polar_ratio,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,acr_type,predicted_type
410,0.4682926829268293,0.2292682926829268,0.0804878048780487,0.0024390243902439,0.0390243902439024,0.0414634146341463,0.0463414634146341,0.0756097560975609,0.0073170731707317,0.1024390243902439,0.0585365853658536,0.1024390243902439,0.0317073170731707,0.0390243902439024,0.0341463414634146,0.0317073170731707,0.0439024390243902,0.073170731707317,0.0536585365853658,0.1024390243902439,0.0024390243902439,0.0317073170731707,unknown,II
1010,0.4504950495049505,0.2306930693069307,0.0772277227722772,0.0019801980198019,0.0425742574257425,0.0485148514851485,0.0485148514851485,0.0811881188118811,0.0059405940594059,0.0900990099009901,0.0544554455445544,0.1118811881188118,0.0356435643564356,0.0425742574257425,0.0465346534653465,0.0376237623762376,0.0376237623762376,0.0544554455445544,0.0643564356435643,0.0801980198019802,0.0069306930693069,0.0316831683168316,unknown,II
78,0.3461538461538461,0.282051282051282,0.0641025641025641,0.0,0.0256410256410256,0.0897435897435897,0.0384615384615384,0.0897435897435897,0.0128205128205128,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0384615384615384,0.1025641025641025,0.0256410256410256,0.0128205128205128,0.0641025641025641,0.0897435897435897,0.0256410256410256,0.0641025641025641,0.0128205128205128,0.0512820512820512,unknown,I
1135,0.479295154185022,0.1859030837004405,0.1162995594713656,0.0008810572687224,0.0625550660792951,0.0546255506607929,0.0449339207048458,0.0819383259911894,0.0096916299559471,0.06431718061674,0.0149779735682819,0.1127753303964757,0.0255506607929515,0.0229074889867841,0.0414096916299559,0.0299559471365638,0.0687224669603524,0.066079295154185,0.0502202643171806,0.1030837004405286,0.0123348017621145,0.0167400881057268,unknown,I
208,0.4230769230769231,0.3028846153846153,0.1009615384615384,0.0048076923076923,0.0625,0.0432692307692307,0.0432692307692307,0.048076923076923,0.0048076923076923,0.0528846153846153,0.0288461538461538,0.0817307692307692,0.0144230769230769,0.0240384615384615,0.0432692307692307,0.0721153846153846,0.0384615384615384,0.1153846153846153,0.0625,0.1153846153846153,0.0144230769230769,0.0288461538461538,unknown,I
130,0.5307692307692308,0.1615384615384615,0.1076923076923077,0.0,0.023076923076923,0.0384615384615384,0.0615384615384615,0.1076923076923077,0.0153846153846153,0.0615384615384615,0.0307692307692307,0.1461538461538461,0.0538461538461538,0.0384615384615384,0.023076923076923,0.0153846153846153,0.0692307692307692,0.0461538461538461,0.0538461538461538,0.1,0.0,0.0076923076923076,unknown,II
78,0.3461538461538461,0.282051282051282,0.0641025641025641,0.0,0.0256410256410256,0.0897435897435897,0.0384615384615384,0.0897435897435897,0.0128205128205128,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0384615384615384,0.1025641025641025,0.0256410256410256,0.0128205128205128,0.0641025641025641,0.0897435897435897,0.0256410256410256,0.0641025641025641,0.0128205128205128,0.0512820512820512,unknown,I
271,0.4833948339483395,0.2103321033210332,0.1033210332103321,0.003690036900369,0.022140221402214,0.051660516605166,0.047970479704797,0.092250922509225,0.007380073800738,0.051660516605166,0.022140221402214,0.1291512915129151,0.055350553505535,0.044280442804428,0.044280442804428,0.022140221402214,0.062730627306273,0.07380073800738,0.03690036900369,0.084870848708487,0.011070110701107,0.033210332103321,unknown,I
103,0.5048543689320388,0.174757281553398,0.116504854368932,0.0097087378640776,0.0194174757281553,0.058252427184466,0.029126213592233,0.1262135922330097,0.0,0.0679611650485436,0.029126213592233,0.1553398058252427,0.058252427184466,0.0388349514563106,0.0194174757281553,0.0194174757281553,0.058252427184466,0.058252427184466,0.0485436893203883,0.0776699029126213,0.0,0.0097087378640776,unknown,I
76,0.5131578947368421,0.1973684210526315,0.1052631578947368,0.0,0.0,0.0526315789473684,0.0394736842105263,0.131578947368421,0.0,0.0657894736842105,0.0131578947368421,0.1578947368421052,0.0789473684210526,0.0131578947368421,0.0263157894736842,0.0263157894736842,0.0657894736842105,0.0789473684210526,0.0657894736842105,0.0657894736842105,0.0,0.0131578947368421,unknown,I
50,0.44,0.16,0.08,0.0,0.0,0.08,0.02,0.12,0.02,0.08,0.02,0.14,0.08,0.0,0.04,0.02,0.12,0.08,0.06,0.04,0.0,0.0,unknown,II
282,0.4964539007092198,0.1950354609929078,0.1028368794326241,0.0070921985815602,0.0319148936170212,0.0425531914893617,0.0531914893617021,0.0992907801418439,0.0035460992907801,0.0531914893617021,0.0390070921985815,0.1099290780141844,0.0531914893617021,0.0354609929078014,0.0425531914893617,0.0212765957446808,0.0425531914893617,0.0673758865248227,0.0390070921985815,0.1134751773049645,0.0106382978723404,0.0319148936170212,unknown,II
195,0.517948717948718,0.2,0.1025641025641025,0.0051282051282051,0.0205128205128205,0.041025641025641,0.0512820512820512,0.0974358974358974,0.0102564102564102,0.0615384615384615,0.0205128205128205,0.1487179487179487,0.0461538461538461,0.041025641025641,0.0358974358974358,0.0256410256410256,0.0512820512820512,0.0666666666666666,0.041025641025641,0.0974358974358974,0.0102564102564102,0.0256410256410256,unknown,I
95,0.5052631578947369,0.2,0.1052631578947368,0.0,0.0210526315789473,0.0526315789473684,0.031578947368421,0.0842105263157894,0.0,0.0631578947368421,0.031578947368421,0.1684210526315789,0.0421052631578947,0.0421052631578947,0.0210526315789473,0.0210526315789473,0.0842105263157894,0.0736842105263157,0.0421052631578947,0.0842105263157894,0.0105263157894736,0.0210526315789473,unknown,I
55,0.3090909090909091,0.2909090909090909,0.0727272727272727,0.0363636363636363,0.0363636363636363,0.0545454545454545,0.0545454545454545,0.1272727272727272,0.0181818181818181,0.0181818181818181,0.0363636363636363,0.0909090909090909,0.0181818181818181,0.0727272727272727,0.0363636363636363,0.0727272727272727,0.0545454545454545,0.109090909090909,0.0,0.0363636363636363,0.0181818181818181,0.0363636363636363,unknown,I
413,0.4576271186440678,0.2082324455205811,0.099273607748184,0.0024213075060532,0.0411622276029055,0.0556900726392251,0.0508474576271186,0.0944309927360774,0.009685230024213,0.0508474576271186,0.0266343825665859,0.1210653753026634,0.0411622276029055,0.0460048426150121,0.0435835351089588,0.0314769975786924,0.0605326876513317,0.0653753026634382,0.0387409200968523,0.0847457627118644,0.009685230024213,0.0266343825665859,unknown,I
285,0.4701754385964912,0.2175438596491228,0.0947368421052631,0.0035087719298245,0.0280701754385964,0.0456140350877193,0.0491228070175438,0.1017543859649122,0.0070175438596491,0.0526315789473684,0.0210526315789473,0.1228070175438596,0.0526315789473684,0.0456140350877193,0.0421052631578947,0.0245614035087719,0.0631578947368421,0.0736842105263157,0.0350877192982456,0.087719298245614,0.0105263157894736,0.0385964912280701,unknown,I
1225,0.4530612244897959,0.2146938775510204,0.0873469387755102,0.0016326530612244,0.0465306122448979,0.0587755102040816,0.04,0.0742857142857142,0.0114285714285714,0.0628571428571428,0.0236734693877551,0.1240816326530612,0.0212244897959183,0.0277551020408163,0.0587755102040816,0.0489795918367346,0.0571428571428571,0.0628571428571428,0.0563265306122449,0.106938775510204,0.0106122448979591,0.0187755102040816,unknown,I
1133,0.46954986760812,0.2153574580759046,0.0944395410414827,0.0070609002647837,0.0406001765225066,0.05648720211827,0.05648720211827,0.0829655781112091,0.0079435127978817,0.0697263901147396,0.0335392762577228,0.0988526037069726,0.0335392762577228,0.0353045013239188,0.0520741394527802,0.0467784642541924,0.0344218887908208,0.0538393645189761,0.058252427184466,0.1041482789055604,0.0123565754633715,0.0211827007943512,unknown,I
1108,0.4530685920577617,0.2003610108303249,0.0938628158844765,0.0063176895306859,0.0514440433212996,0.0676895306859205,0.0487364620938628,0.0794223826714801,0.0117328519855595,0.0694945848375451,0.0270758122743682,0.1064981949458483,0.0288808664259927,0.0252707581227436,0.0442238267148014,0.0514440433212996,0.0586642599277978,0.0532490974729241,0.0541516245487364,0.0983754512635379,0.0072202166064981,0.0162454873646209,unknown,I
1133,0.4510150044130627,0.2082965578111209,0.1059135039717564,0.0079435127978817,0.0432480141218005,0.0670785525154457,0.0326566637246248,0.0732568402471315,0.0088261253309797,0.0732568402471315,0.0220653133274492,0.1076787290379523,0.0203000882612533,0.0255957634598411,0.0538393645189761,0.0353045013239188,0.0644307149161518,0.0635481023830538,0.0635481023830538,0.0970873786407767,0.0141218005295675,0.0203000882612533,unknown,I
1118,0.4525939177101968,0.20304114490161,0.0876565295169946,0.0017889087656529,0.0581395348837209,0.054561717352415,0.033989266547406,0.0661896243291592,0.01520572450805,0.0670840787119856,0.0196779964221824,0.1100178890876565,0.0250447227191413,0.0322003577817531,0.0635062611806797,0.0366726296958855,0.0652951699463327,0.0509838998211091,0.0581395348837209,0.1135957066189624,0.01520572450805,0.0250447227191413,unknown,II
1181,0.45385266723116,0.2116850127011007,0.0829805249788315,0.0033869602032176,0.0431837425910245,0.0601185436071126,0.0330228619813717,0.0719729043183742,0.0110076206604572,0.065198983911939,0.0279424216765453,0.1397121083827265,0.0220152413209144,0.0381033022861981,0.0601185436071126,0.0414902624894157,0.056731583403895,0.0618120237087214,0.0516511430990685,0.0990685859441151,0.0118543607112616,0.0186282811176968,unknown,I
1111,0.4527452745274527,0.2142214221422142,0.0882088208820882,0.0027002700270027,0.0504050405040504,0.0558055805580558,0.0333033303330333,0.0702070207020702,0.0126012601260126,0.0756075607560756,0.0234023402340234,0.1071107110711071,0.027002700270027,0.036003600360036,0.0612061206120612,0.0342034203420342,0.0567056705670567,0.063006300630063,0.0558055805580558,0.1062106210621062,0.0153015301530153,0.0252025202520252,unknown,I
464,0.4418103448275862,0.2349137931034483,0.0948275862068965,0.0021551724137931,0.0387931034482758,0.0560344827586206,0.0517241379310344,0.0926724137931034,0.0107758620689655,0.0474137931034482,0.0258620689655172,0.1120689655172413,0.0387931034482758,0.0495689655172413,0.0409482758620689,0.043103448275862,0.0560344827586206,0.0689655172413793,0.0452586206896551,0.0883620689655172,0.0086206896551724,0.0280172413793103,unknown,I
1057,0.4484389782403027,0.2071901608325449,0.1021759697256386,0.0009460737937559,0.0491958372753074,0.053926206244087,0.0482497634815515,0.0719016083254493,0.0160832544938505,0.053926206244087,0.0264900662251655,0.1040681173131504,0.0236518448438978,0.02081362346263,0.0558183538315988,0.0473036896877956,0.0700094607379375,0.0624408703878902,0.0567644276253547,0.1050141911069063,0.0113528855250709,0.0198675496688741,unknown,I
470,0.4595744680851064,0.2659574468085106,0.1042553191489361,0.0,0.0404255319148936,0.051063829787234,0.0297872340425531,0.0702127659574468,0.002127659574468,0.0638297872340425,0.0297872340425531,0.1085106382978723,0.0361702127659574,0.0404255319148936,0.0425531914893617,0.0553191489361702,0.0382978723404255,0.076595744680851,0.0702127659574468,0.1127659574468085,0.0042553191489361,0.0234042553191489,unknown,I
1056,0.4479166666666667,0.209280303030303,0.1041666666666666,0.0009469696969696,0.0501893939393939,0.0511363636363636,0.0473484848484848,0.0710227272727272,0.0160984848484848,0.0577651515151515,0.0265151515151515,0.1013257575757575,0.0255681818181818,0.0227272727272727,0.0558712121212121,0.0454545454545454,0.0710227272727272,0.0606060606060606,0.0596590909090909,0.1003787878787878,0.0113636363636363,0.0208333333333333,unknown,I
1017,0.47984267453294,0.2015732546705998,0.1130776794493608,0.0019665683382497,0.0403146509341199,0.0471976401179941,0.0452310717797443,0.0747295968534906,0.0098328416912487,0.0648967551622418,0.0324483775811209,0.1071779744346116,0.0383480825958702,0.0226155358898721,0.0521140609636184,0.0462143559488692,0.0599803343166175,0.0501474926253687,0.063913470993117,0.0993117010816125,0.0117994100294985,0.0186823992133726,unknown,I
301,0.3953488372093023,0.2524916943521594,0.1096345514950166,0.0,0.0598006644518272,0.0664451827242525,0.0431893687707641,0.0897009966777408,0.0132890365448504,0.0398671096345514,0.0398671096345514,0.0863787375415282,0.0365448504983388,0.0498338870431893,0.0398671096345514,0.0564784053156146,0.0431893687707641,0.0664451827242525,0.0498338870431893,0.0697674418604651,0.0099667774086378,0.0299003322259136,unknown,I
506,0.4644268774703557,0.2648221343873518,0.0909090909090909,0.0019762845849802,0.0434782608695652,0.033596837944664,0.0474308300395256,0.0731225296442687,0.0098814229249011,0.0652173913043478,0.0434782608695652,0.1205533596837944,0.0375494071146245,0.0494071146245059,0.0415019762845849,0.0553359683794466,0.0237154150197628,0.0652173913043478,0.067193675889328,0.0988142292490118,0.0039525691699604,0.0276679841897233,unknown,I
64,0.328125,0.265625,0.0625,0.0,0.03125,0.109375,0.03125,0.109375,0.0,0.0625,0.046875,0.046875,0.03125,0.109375,0.03125,0.015625,0.078125,0.09375,0.015625,0.078125,0.015625,0.03125,unknown,I
78,0.3461538461538461,0.282051282051282,0.0641025641025641,0.0,0.0256410256410256,0.0897435897435897,0.0384615384615384,0.0897435897435897,0.0128205128205128,0.0641025641025641,0.0641025641025641,0.0641025641025641,0.0384615384615384,0.1025641025641025,0.0256410256410256,0.0128205128205128,0.0641025641025641,0.0897435897435897,0.0256410256410256,0.0641025641025641,0.0128205128205128,0.0512820512820512,unknown,I
87,0.3103448275862069,0.2988505747126437,0.0344827586206896,0.0,0.0919540229885057,0.1494252873563218,0.0344827586206896,0.0344827586206896,0.0,0.1149425287356321,0.0919540229885057,0.057471264367816,0.0229885057471264,0.1149425287356321,0.0,0.0114942528735632,0.0229885057471264,0.0919540229885057,0.0344827586206896,0.0344827586206896,0.0114942528735632,0.0459770114942528,unknown,II
87,0.2988505747126437,0.367816091954023,0.0114942528735632,0.0,0.0689655172413793,0.1379310344827586,0.0344827586206896,0.0344827586206896,0.0,0.1149425287356321,0.0689655172413793,0.057471264367816,0.0229885057471264,0.1379310344827586,0.0,0.0344827586206896,0.0229885057471264,0.0919540229885057,0.057471264367816,0.0459770114942528,0.0114942528735632,0.0459770114942528,unknown,II
87,0.3103448275862069,0.3563218390804598,0.0229885057471264,0.0,0.0919540229885057,0.1149425287356321,0.0459770114942528,0.057471264367816,0.0,0.1149425287356321,0.057471264367816,0.0459770114942528,0.0229885057471264,0.1494252873563218,0.0,0.0229885057471264,0.0114942528735632,0.1034482758620689,0.0344827586206896,0.0459770114942528,0.0114942528735632,0.0459770114942528,unknown,II
87,0.2988505747126437,0.367816091954023,0.0229885057471264,0.0,0.057471264367816,0.1494252873563218,0.0344827586206896,0.0344827586206896,0.0,0.1149425287356321,0.0689655172413793,0.057471264367816,0.0229885057471264,0.1379310344827586,0.0,0.0344827586206896,0.0229885057471264,0.0919540229885057,0.057471264367816,0.0344827586206896,0.0114942528735632,0.0459770114942528,unknown,II
90,0.3555555555555555,0.2333333333333333,0.0222222222222222,0.0,0.1333333333333333,0.1222222222222222,0.0666666666666666,0.0444444444444444,0.0111111111111111,0.1111111111111111,0.0666666666666666,0.0444444444444444,0.0222222222222222,0.0666666666666666,0.0111111111111111,0.0111111111111111,0.0222222222222222,0.0333333333333333,0.0555555555555555,0.0777777777777777,0.0111111111111111,0.0666666666666666,unknown,I
86,0.313953488372093,0.313953488372093,0.0232558139534883,0.0,0.0813953488372093,0.127906976744186,0.0581395348837209,0.0465116279069767,0.0232558139534883,0.0813953488372093,0.0813953488372093,0.0465116279069767,0.0232558139534883,0.1046511627906976,0.0,0.0232558139534883,0.0116279069767441,0.0813953488372093,0.0581395348837209,0.0697674418604651,0.0116279069767441,0.0465116279069767,unknown,I
151,0.3443708609271523,0.2980132450331126,0.0596026490066225,0.0,0.119205298013245,0.1059602649006622,0.0463576158940397,0.0463576158940397,0.0066225165562913,0.0993377483443708,0.0596026490066225,0.0463576158940397,0.0264900662251655,0.086092715231788,0.0,0.0198675496688741,0.0198675496688741,0.0662251655629139,0.0662251655629139,0.0596026490066225,0.0066225165562913,0.0596026490066225,unknown,I
86,0.3023255813953488,0.313953488372093,0.0232558139534883,0.0,0.0813953488372093,0.127906976744186,0.0581395348837209,0.0581395348837209,0.0232558139534883,0.0813953488372093,0.0697674418604651,0.0465116279069767,0.0232558139534883,0.1162790697674418,0.0,0.0232558139534883,0.0232558139534883,0.0813953488372093,0.0465116279069767,0.0581395348837209,0.0116279069767441,0.0465116279069767,unknown,I
87,0.3333333333333333,0.3333333333333333,0.0229885057471264,0.0,0.0804597701149425,0.1149425287356321,0.0459770114942528,0.057471264367816,0.0,0.1149425287356321,0.057471264367816,0.057471264367816,0.0229885057471264,0.1379310344827586,0.0,0.0229885057471264,0.0229885057471264,0.0804597701149425,0.0459770114942528,0.057471264367816,0.0114942528735632,0.0459770114942528,unknown,I
86,0.3023255813953488,0.313953488372093,0.0232558139534883,0.0,0.0813953488372093,0.127906976744186,0.0581395348837209,0.0581395348837209,0.0232558139534883,0.0813953488372093,0.0697674418604651,0.0465116279069767,0.0232558139534883,0.127906976744186,0.0,0.0232558139534883,0.0232558139534883,0.0813953488372093,0.0348837209302325,0.0581395348837209,0.0116279069767441,0.0465116279069767,unknown,II
